Material;Material short text;Final net price;Price quantity unit net price;Consumptions
01276-008;StoLevell In RS;2,15;KG;1,5 kg/m² per mm layer thickness
01276-006;StoLevell In Z;2,15;KG;1,3 kg/m² per mm layer thickness
01245-001;StoLevell In AS;0,79;KG;1,70 kg/m² per mm layer thickness
01245-003;StoLevell In AS;1,01;KG;1,70 kg/m² per mm layer thickness
00327-001;StoLevell In FF;1,67;KG;1,5 kg/m² per mm layer thickness
08414-004;StoLevell In Repair;7,83;ST;
01213-001;StoLevell In Select;0,92;KG;1,70 kg/m² per mm layer thickness
00749-018;StoLevell In XXL;0,78;KG;1,70 kg/m² per mm layer thickness
00749-019;StoLevell In XXL;1,00;KG;1,70 kg/m² per mm layer thickness
17045-002;Sto-stucco tape 30 mm x 30 m, thickness 3 mm;9,92;ST;
17045-004;Sto-stucco tape 50 mm x 30 m thickness 3 mm;13,53;ST;
17045-005;Sto-stucco tape 70 mm x 30 m thickness 3 mm;16,13;ST;
00212-001;Aluminium Kantenprofil 250 cm;0,38;M;
04968-002;StoPrep Sil tinted;4,21;KG;0,35 kg/m² per coat
04968-001;StoPrep Sil white;3,62;KG;0,35 kg/m² per coat
00895/002;StoPrep Vapor Set;32,14;KG;0,60 kg/m² at 2 Anstrichen
00872-005;StoPrep In tinted;5,73;KG;0,2 - 0,3 kg/m² per coat
00872-006;StoPrep In tinted;5,17;KG;0,2 - 0,3 kg/m² per coat
00872-001;StoPrep In natural;4,59;KG;0,2 - 0,3 kg/m² per coat
00872-004;StoPrep In natural;5,15;KG;0,2 - 0,3 kg/m² per coat
01304-013;StoPrep Isol;16,61;L;0,10 - 0,19 l/m² per coat
01304-014;StoPrep Isol;15,79;L;0,10 - 0,19 l/m² per coat
02551-001;StoTex Classic 240 P double thread;4,18;M2;
04917-001;StoTex Classic 205 A Superfein;4,93;M2;1,00 m²/m²
02539-001;StoTex Classic 210 A Fein;3,73;M2;1,00 m²/m²
02540-001;StoTex Classic 220 A Mittel;4,52;M2;1,00 m²/m²
02554-001;StoTex Classic 205 P Superfein;3,93;M2;1,00 m²/m²
02549-001;StoTex Classic 210 P Fein;2,94;M2;1,00 m²/m²
02553-002;StoTex Classic 220 P Mittel;3,56;M2;1,00 m²/m²
02531-001;StoTex Classic 205 S Superfein;3,25;M2;1,00 m²/m²
02529-005;StoTex Classic 210 S Fein;2,27;M2;1,00 m²/m²
02520-003;StoTex Classic 215 S Fein;2,69;M2;1,00 m²/m²
02980-004;StoTex Classic 220 S Mittel;3,15;M2;1,00 m²/m²
02500-001;StoTex Classic 225 S Mittel;2,90;M2;1,00 m²/m²
02526-003;StoTex Classic 235 S Supergrob;3,48;M2;1,00 m²/m²
02981-002;StoTex Classic 240 S double thread;3,25;M2;1,00 m²/m²
02501-001;StoTex Classic 245 S Feinjute;4,45;M2;1,00 m²/m²
02528-002;StoTex Classic 265 S Fischgrat;3,38;M2;1,00 m²/m²
03487-001;StoEuro Trend coarse large roll 125 x 0,75;62,19;ST;0,01 St./m²
03488-001;StoEuro Trend coarse Kleinrolle 33,5 x 0,5;12,69;ST;0,06 St./m²
03489-001;StoEuro Trend mittel large roll 125 x 0,7;62,19;ST;0,01 St./m²
03490-001;StoEuro Trend mittel Kleinrolle 33,5 x 0;12,69;ST;0,06 St./m²
09626-003;StoEuro Vlies coarse 0,75 x 125 m per roll;1,06;M;1,33 m/m² at Breite: 0,75 m
09626-001;StoEuro Vlies coarse 0,75 x 25 m per rolle;1,06;M;1,33 m/m² at Breite: 0,75 m
09626-002;StoEuro Vlies coarse 1,06 x 25 m per rolle;1,49;M;1,33 m/m² at Breite: 0,75 m
09625-003;StoEuro Vlies mittel 0,75 x 125 m pro Ro;1,06;M;1,33 m/m² at Breite: 0,75 m
09625-001;StoEuro Vlies mittel 0,75 x 25 m pro Rol;1,06;M;1,33 m/m² at Breite: 0,75 m
09625-002;StoEuro Vlies mittel 1,06 x 25 m pro Rol;1,49;M;1,33 m/m² at Breite: 0,75 m
00541-008;StoTap Evo 110 approx. 0,75 x 100 m per roll;0,88;M;
00541-007;StoTap Evo 110 approx. 0,75 x 50 m per rolle;0,88;M;
00541-009;StoTap Evo 110 approx. 1,00 x 50 m per rolle;1,19;M;
00541-002;StoTap Evo 130 approx. 0,75 x 100 m per roll;0,99;M;
00541-001;StoTap Evo 130 approx. 0,75 x 50 m per rolle;0,99;M;
00541-003;StoTap Evo 130 approx. 1,00 x 50 m per rolle;1,36;M;
00541-005;StoTap Evo 150 approx. 0,75 x 100 m per roll;1,22;M;
00541-004;StoTap Evo 150 approx. 0,75 x 50 m per rolle;1,22;M;
00541-006;StoTap Evo 150 approx. 1,00 x 50 m per rolle;1,62;M;
02532-001;StoTap Select C 130 approx. 0,75 x 100 m pro;0,98;M;1,33 m/m² at 0,75 m Rollenbreite:
02532-002;StoTap Select C 150 approx. 0,75 x 100 m pro;1,28;M;1,33 m/m² at 0,75 m Rollenbreite:
09337-001;StoTap Pro 100 A;3,74;M2;
09337-002;StoTap Pro 100 A;3,74;M2;
02527-001;StoTap Pro 100 P approx. 1,00 x 50 m pro Rol;1,81;M2;1,00 m²/m² Gewicht approx. 195 g/m²
02509-001;StoTap Pro 100 S approx. 1,00 x 50 m pro Rol;0,80;M2;1,00 m²/m² Gewicht approx. 35 g/m²
02509-002;StoTap Pro 150 SV;0,80;M2;1,00 m²/m² Gewicht approx. 40 g/m²
02527-051;StoTap Select G 130 P;2,06;M2;1,00 m²/m² Gewicht approx. 130 g/m²
02527-052;StoTap Select G 140 A;3,12;M2;
00158-027;StoSilent Decor M tinted;7,37;KG;1,80 kg/m² at 2 work steps (only StoSilent Compact)
00158-028;StoSilent Decor M white;6,59;KG;1,80 kg/m² at 2 work steps (only StoSilent Compact)
00166-016;StoSilent Decor MF tinted;7,17;KG;1,80 kg/m² at 2 work steps StoSilent Compact
00166-017;StoSilent Decor MF white;6,40;KG;1,80 kg/m² at 2 work steps StoSilent Compact
03742-002;StoSilent Top Basic tinted;7,53;KG;1,50 - 3,00 kg/m² as Zwischenbeschichtung
03742-001;StoSilent Top Basic natural;6,76;KG;1,50 - 3,00 kg/m² as Zwischenbeschichtung
02579-002;StoSilent Top Finish tinted;7,82;KG;3,00 kg/m² as Schlussbeschichtung
02579-001;StoSilent Top Finish white;7,05;KG;3,00 kg/m² as Schlussbeschichtung
07101-008;StoSilent Modular 230 1150x1150 mm white;381,00;ST;1,00 St.
07101-006;StoSilent Modular 230 2350x1150 mm white;526,50;ST;1,00 St.
07101-007;StoSilent Modular 230 2350x750 mm white;492,00;ST;1,00 St.
07101-009;StoSilent Modular 230 R 575 mm white;406,50;ST;1,00 St.
00775-002;StoColl HT 600 ml Schlauchbeutel;11,03;ST;260 g/m² Consumption for das Verkleben der Akustikplatten im System StoSilent Distance.
01269-002;StoSilent Coll MW;1,74;KG;3,5 - 4,0 kg/m² bonding
01269-004;StoSilent Coll MW-G;2,04;KG;3,0 - 4,0 kg/m² bonding
00740-007;StoSilent Fleece Coll;6,92;KG;0,35 kg/m² as Kleber
00913-003;StoSilent Fleece;2,24;M;1,00 m/m²
00227-009;StoColor Silent tinted;10,26;L;0,15 - 0,30 l/m² per coat
00227-010;StoColor Silent white;8,94;L;0,15 - 0,30 l/m² per coat
00240-003;StoColor Silent N tinted;15,68;L;0,15 - 0,30 l/m² per coat
00240-004;StoColor Silent N white;14,37;L;0,15 - 0,30 l/m² per coat
00154-008;StoSilent Install Spot L 36 300x300x32 m;49,52;ST;1 St.
00154-003;StoSilent Install Spot L 46 300x300x42 m;52,10;ST;1 St.
00154-004;StoSilent Install Spot L 66 300x300x62 m;52,56;ST;1 St.
00154-007;StoSilent Install Spot M 36 200x200x32 m;40,46;ST;1 St.
00154-001;StoSilent Install Spot M 46 200x200x42 m;41,50;ST;1 St.
00154-002;StoSilent Install Spot M 66 200x200x62 m;47,81;ST;1 St.
00782-004;StoSilent Miral AP;1,49;L;15,0 l/m² am highest point (15 mm render application)/dry compound
04075-008;StoSilent Profile AP 16,5 mm white 2,5 m;9,18;M;1,00 m/m
04075-022;StoSilent Profile AP 21,5 mm white 2,5 m;9,81;M;1,00 m/m
04075-023;StoSilent Profile AP 27,5 mm white 2,5 m;10,47;M;1,00 m/m
04075-017;StoSilent Profile AP 210 40x30 mm;5,21;M;1,00 m/m
04075-015;StoSilent Profile AP 210 50x30 mm;5,81;M;1,00 m/m
04075-016;StoSilent Profile AP 210 70x30 mm;6,25;M;1,00 m/m
01041-002;StoSilent Profile AS 20 x 10 mm;1,40;M;1,00 m/m
04075-012;StoSilent Profile EW-Q L: 2 m;2,45;ST;1,00 m/m
04075-020;StoSilent Profile EW-V L: 2 m;2,71;ST;1,00 m/m
04075-011;StoSilent Profile FB-Q L: 2 m;2,71;ST;1,00 m/m
04075-021;StoSilent Profile FB-V L: 2 m;2,45;ST;1,00 m/m
01208-001;StoSilent Fix;4,10;KG;0,50 kg/m² at kleinformatigen Platten
01208-003;StoSilent Filler;22,12;KG;0,10 kg/m²
01207-005;StoSilent Plan;8,34;KG;0,25 kg/m² as Egalisierungsmasse at kleinformatigen Platten
01207-007;StoSilent Plan;4,60;KG;0,25 kg/m² as Egalisierungsmasse at kleinformatigen Platten
04865-010;StoSilent Board 300 15 mm 1200 x 800 mm;57,01;M2;1,00 m²/m²
04865-011;StoSilent Board 300 15 mm 2400 x 1200 mm;57,01;M2;1,00 m²/m²
03255-007;StoSilent Board 310 15 mm 1200 x 800 mm;54,67;M2;1,00 m²/m²
03255-008;StoSilent Board 310 15 mm 2400 x 1200 mm;54,67;M2;1,00 m²/m²
03553-005;StoSilent Board 310 F 15 mm 2400 x 1200;57,93;M2;1,00 m²/m²
03548-001;StoSilent Board 100 S 25 mm 1200 x 625 m;66,13;M2;1,00 m²/m²
04779-008;StoSilent Board 105 C 25 mm 1200 x 625 m;59,93;M2;1,00 m²/m²
03566-001;StoSilent Board 110 S 25 mm 1200 x 625 m;63,08;M2;1,00 m²/m²
00216-001;StoSilent Board R 400 tinted 625x310x50;62,12;ST;1,6 St./m
03225-004;StoSilent Board MW 100 36 mm 800 x 600 m;20,63;ST;2,08 St./m²
03225-005;StoSilent Board MW 100 46 mm 800 x 600 m;22,29;ST;2,08 St./m²
03225-006;StoSilent Board MW 100 66 mm 800 x 600 m;25,66;ST;2,08 St./m²
08799-004;StoSilent Profile Tape 60 mm thickness 0,5 m;2,47;M;2,50 m/m²
00894-006;StoSilent Prep Quarz;7,06;KG;0,90 kg/m² as Grundierung (Haftgrund) at Spritzauftrag
14364-001;Sto-Sidings-Profilband Breite 75 mm;0,71;M;1,00 m/m
08754-005;StoSeal Band BK 75 mm;1,40;M;1,00 m/m
00018-013;Sto-ceiling insulation screw SW 225 mm;2,75;ST;5,00 St./m²
00018-014;Sto-ceiling insulation screw SW 250 mm;3,77;ST;5,00 St./m²
02572-001;StoCarrier Helio 1 cm 120x80 cm;23,48;ST;
02572-002;StoCarrier Helio 2,5 cm 120x80 cm;37,13;ST;
02573-001;StoCarrier Helio W 2,5-0,5 cm 60x40 cm;18,38;ST;
01248-001;Sto-mineral foam insulation wedge W 6-2 cm;52,50;M2;1,00 m²/m²
01234-001;Sto-mineral foam reveal insulation 2 cm;63,00;M2;1,00 m²/m²
01233-004;Sto-mineral foam interior insulation board 10cm;61,55;M2;1,00 m²/m²
01233-004;Sto-mineral foam interior insulation board 10cm;41,30;M2;1,00 m²/m²
01233-004;Sto-mineral foam interior insulation board 10cm;35,30;M2;1,00 m²/m²
01233-005;Sto-mineral foam interior insulation board 12 cm;73,86;M2;1,00 m²/m²
01233-005;Sto-mineral foam interior insulation board 12 cm;49,56;M2;1,00 m²/m²
01233-005;Sto-mineral foam interior insulation board 12 cm;42,36;M2;1,00 m²/m²
01233-006;Sto-mineral foam interior insulation board 14 cm;86,17;M2;1,00 m²/m²
01233-006;Sto-mineral foam interior insulation board 14 cm;57,82;M2;1,00 m²/m²
01233-006;Sto-mineral foam interior insulation board 14 cm;49,42;M2;1,00 m²/m²
01233-007;Sto-mineral foam interior insulation board 16 cm;98,48;M2;1,00 m²/m²
01233-007;Sto-mineral foam interior insulation board 16 cm;66,08;M2;1,00 m²/m²
01233-007;Sto-mineral foam interior insulation board 16 cm;56,48;M2;1,00 m²/m²
01233-008;Sto-mineral foam interior insulation board 18 cm;110,79;M2;1,00 m²/m²
01233-008;Sto-mineral foam interior insulation board 18 cm;74,34;M2;1,00 m²/m²
01233-008;Sto-mineral foam interior insulation board 18 cm;63,54;M2;1,00 m²/m²
01233-009;Sto-mineral foam interior insulation board 20 cm;123,10;M2;1,00 m²/m²
01233-009;Sto-mineral foam interior insulation board 20 cm;82,60;M2;1,00 m²/m²
01233-009;Sto-mineral foam interior insulation board 20 cm;70,60;M2;1,00 m²/m²
01233-002;Sto-mineral foam interior insulation board 6 cm;36,93;M2;1,00 m²/m²
01233-002;Sto-mineral foam interior insulation board 6 cm;24,78;M2;1,00 m²/m²
01233-002;Sto-mineral foam interior insulation board 6 cm;21,18;M2;1,00 m²/m²
01233-003;Sto-mineral foam interior insulation board 8 cm;49,24;M2;1,00 m²/m²
01233-003;Sto-mineral foam interior insulation board 8 cm;33,04;M2;1,00 m²/m²
01233-003;Sto-mineral foam interior insulation board 8 cm;28,24;M2;1,00 m²/m²
00099-004;Sto-Perlite-interior insulation board 045 10 cm 62;81,80;M2;1,00 m²/m²
00099-004;Sto-Perlite-interior insulation board 045 10 cm 62;69,35;M2;1,00 m²/m²
00099-002;Sto-Perlite-interior insulation board 045 6 cm 62,;49,08;M2;1,00 m²/m²
00099-002;Sto-Perlite-interior insulation board 045 6 cm 62,;41,61;M2;1,00 m²/m²
00099-003;Sto-Perlite-interior insulation board 045 8 cm 62,;65,44;M2;1,00 m²/m²
00099-003;Sto-Perlite-interior insulation board 045 8 cm 62,;55,48;M2;1,00 m²/m²
00067-003;Sto-ceiling insulation board MW B2 10 cm;19,50;M2;1,00 m²/m²
00067-004;Sto-ceiling insulation board MW B2 12 cm;23,40;M2;1,00 m²/m²
00067-005;Sto-ceiling insulation board MW B2 14 cm;27,30;M2;1,00 m²/m²
00067-006;Sto-ceiling insulation board MW B2 16 cm;31,20;M2;1,00 m²/m²
00067-007;Sto-ceiling insulation board MW B2 18 cm;35,10;M2;1,00 m²/m²
00067-008;Sto-ceiling insulation board MW B2 20 cm;39,00;M2;1,00 m²/m²
00067-001;Sto-ceiling insulation board MW B2 6 cm;11,70;M2;1,00 m²/m²
00067-002;Sto-ceiling insulation board MW B2 8 cm;15,60;M2;1,00 m²/m²
00065-020;Sto-ceiling insulation board MW V-II 10 cm;19,50;M2;
00065-021;Sto-ceiling insulation board MW V-II 12 cm;23,40;M2;
00065-022;Sto-ceiling insulation board MW V-II 14 cm;27,30;M2;
00065-023;Sto-ceiling insulation board MW V-II 16 cm;31,20;M2;
00065-024;Sto-ceiling insulation board MW V-II 18 cm;35,10;M2;
00065-025;Sto-ceiling insulation board MW V-II 20 cm;39,00;M2;
00065-017;Sto-ceiling insulation board MW V-II 5 cm;9,75;M2;
00065-018;Sto-ceiling insulation board MW V-II 6 cm;11,70;M2;
00065-019;Sto-ceiling insulation board MW V-II 8 cm;15,60;M2;
01052-003;Sto-ceiling insulation board MW V-III 10 cm;19,50;M2;
01052-004;Sto-ceiling insulation board MW V-III 12 cm;23,40;M2;
01052-005;Sto-ceiling insulation board MW V-III 14 cm;27,30;M2;
01052-006;Sto-ceiling insulation board MW V-III 16 cm;31,20;M2;
01052-007;Sto-ceiling insulation board MW V-III 18 cm;35,10;M2;
01052-001;Sto-ceiling insulation board MW V-III 6 cm;11,70;M2;
01052-002;Sto-ceiling insulation board MW V-III 8 cm;15,60;M2;
00063-004;Sto-ceiling insulation board MW-L B/F 10 cm;19,50;M2;1,00 m²/m²
00063-005;Sto-ceiling insulation board MW-L B/F 12 cm;23,40;M2;1,00 m²/m²
00063-006;Sto-ceiling insulation board MW-L B/F 14 cm;27,30;M2;1,00 m²/m²
00063-007;Sto-ceiling insulation board MW-L B/F 16 cm;31,20;M2;1,00 m²/m²
00063-008;Sto-ceiling insulation board MW-L B/F 18 cm;35,10;M2;1,00 m²/m²
00063-009;Sto-ceiling insulation board MW-L B/F 20 cm;39,00;M2;1,00 m²/m²
00063-001;Sto-ceiling insulation board MW-L B/F 5 cm;9,75;M2;1,00 m²/m²
00063-002;Sto-ceiling insulation board MW-L B/F 6 cm;11,70;M2;1,00 m²/m²
00063-003;Sto-ceiling insulation board MW-L B/F 8 cm;15,60;M2;1,00 m²/m²
14030-014;StoColl CX;1,02;KG;6,00 - 8,00 kg/m²
08908-002;StoLevell In Absolute;1,75;KG;6,50 - 13,00 kg/m² bonding
00042-001;StoLevell In Mineral;1,38;KG;5,00 - 10,00 kg/m² bonding
08401-011;StoAllgrund AF tinted;20,55;L;0,08 - 0,10 l/m² per coat
08401-015;StoAllgrund AF tinted;25,09;L;0,08 - 0,10 l/m² per coat
08401-009;StoAllgrund AF white;17,80;L;0,08 - 0,10 l/m² per coat
08401-016;StoAllgrund AF white;22,06;L;0,08 - 0,10 l/m² per coat
08401-017;StoAllgrund Spray weiss;7,68;ST;0,07 l/m² per coat
04806-010;StoCorr Finish tinted;19,67;L;0,18 - 0,20 l/m² per coat
04806-011;StoCorr Finish tinted;17,10;L;0,18 - 0,20 l/m² per coat
04806-012;StoCorr Finish tinted;16,52;L;0,18 - 0,20 l/m² per coat
08441-019;StoCorr Metalllack tinted;23,36;L;0,11 - 0,13 l/m² per coat
08441-021;StoCorr Metalllack tinted;20,81;L;0,11 - 0,13 l/m² per coat
08441-023;StoCorr Metalllack tinted;20,22;L;0,11 - 0,13 l/m² per coat
08441-020;StoCorr Metalllack white;20,34;L;0,11 - 0,13 l/m² per coat
08441-022;StoCorr Metalllack white;17,78;L;0,11 - 0,13 l/m² per coat
08441-024;StoCorr Metalllack white;17,20;L;0,11 - 0,13 l/m² per coat
08435-002;StoPremiumlack Gloss AF tinted;20,70;L;0,10 - 0,12 l/m² per coat
08418-001;StoPremiumlack Gloss AF white;17,94;L;0,10 - 0,12 l/m² per coat
08727-008;StoPremiumlack Metallic AF tinted;28,58;L;0,09 - 0,11 l/m² per coat
08436-007;StoPremiumlack Satin AF tinted;22,30;L;0,10 - 0,12 l/m² per coat
08436-008;StoPremiumlack Satin AF tinted;23,87;L;0,10 - 0,12 l/m² per coat
08436-010;StoPremiumlack Satin AF tinted;27,01;L;0,10 - 0,12 l/m² per coat
08420-001;StoPremiumlack Satin AF white;19,55;L;0,10 - 0,12 l/m² per coat
08420-005;StoPremiumlack Satin AF white;20,84;L;0,10 - 0,12 l/m² per coat
08420-009;StoPremiumlack Satin AF white;23,98;L;0,10 - 0,12 l/m² per coat
09655-001;StoPrim Protect BS;11,59;L;135 - 140 ml/m² per coat
09655-002;StoPrim Protect BS;11,01;L;135 - 140 ml/m² per coat
08430-001;StoRadiatorlack AF;16,27;L;0,10 - 0,12 l/m² per coat
08433-020;StoVentilack Satin AF tinted;25,79;L;0,10 - 0,13 l/m² per coat
08433-021;StoVentilack Satin AF tinted;23,23;L;0,10 - 0,13 l/m² per coat
08433-022;StoVentilack Satin AF tinted;22,64;L;0,10 - 0,13 l/m² per coat
08433-023;StoVentilack Satin AF white;22,76;L;0,10 - 0,13 l/m² per coat
08433-024;StoVentilack Satin AF white;20,20;L;0,10 - 0,13 l/m² per coat
08433-025;StoVentilack Satin AF white;19,61;L;0,10 - 0,13 l/m² per coat
08415-010;StoVorlack AF tinted;22,87;L;0,09 - 0,13 l/m² per coat
08415-012;StoVorlack AF tinted;19,73;L;0,09 - 0,13 l/m² per coat
08415-014;StoVorlack AF tinted;18,51;L;0,09 - 0,13 l/m² per coat
08415-011;StoVorlack AF white;19,84;L;0,09 - 0,13 l/m² per coat
08415-013;StoVorlack AF white;16,70;L;0,09 - 0,13 l/m² per coat
08415-015;StoVorlack AF white;15,77;L;0,09 - 0,13 l/m² per coat
08405-009;StoAqua all-purpose primer tinted;24,21;L;0,11 - 0,13 l/m² per coat
08405-011;StoAqua all-purpose primer tinted;19,00;L;0,11 - 0,13 l/m² per coat
08405-013;StoAqua all-purpose primer tinted;20,26;L;0,11 - 0,13 l/m² per coat
08405-010;StoAqua all-purpose primer white;21,19;L;0,11 - 0,13 l/m² per coat
08405-012;StoAqua all-purpose primer white;16,26;L;0,11 - 0,13 l/m² per coat
08405-014;StoAqua all-purpose primer white;17,24;L;0,11 - 0,13 l/m² per coat
08446-002;StoAqua Cristallack PU Gloss;20,00;L;0,08 - 0,11 l/m² per coat
08442-001;StoAqua Cristallack PU matte;15,17;L;
08447-003;StoAqua Cristallack PU Satinmatt;20,05;L;0,08 - 0,11 l/m² per coat
09555-001;StoAqua Emaille PU Gloss tinted;23,69;L;0,09 - 0,11 l/m²
09555-003;StoAqua Emaille PU Gloss tinted;24,26;L;0,09 - 0,11 l/m²
09555-004;StoAqua Emaille PU Gloss white;21,24;L;0,09 - 0,11 l/m²
09742-004;StoAqua Emaille PU matte tinted;21,73;L;0,08 - 0,10 l/m²
09334-001;StoAqua Emaille PU Satin tinted;26,31;L;0,09 - 0,11 l/m²
09334-006;StoAqua Emaille PU Satin tinted;23,75;L;0,09 - 0,11 l/m²
09334-011;StoAqua Emaille PU Satin tinted;23,16;L;0,09 - 0,11 l/m²
09334-002;StoAqua Emaille PU Satin white;23,28;L;0,09 - 0,11 l/m²
09334-007;StoAqua Emaille PU Satin white;20,72;L;0,09 - 0,11 l/m²
09334-012;StoAqua Emaille PU Satin white;20,14;L;0,09 - 0,11 l/m²
00198-001;StoAqua Emaille PU Satin Airless white;20,13;L;0,15 - 0,25 l/m²
08729-001;StoAqua Radiatorlack;17,26;L;0,13 l/m² per coat
08725-003;StoAqua Ventilack Satin tinted;21,42;L;0,13 - 0,20 l/m² per coat
08725-006;StoAqua Ventilack Satin tinted;22,91;L;0,13 - 0,20 l/m² per coat
08725-011;StoAqua Ventilack Satin tinted;26,06;L;0,13 - 0,20 l/m² per coat
08725-001;StoAqua Ventilack Satin white;18,68;L;0,13 - 0,20 l/m² per coat
08725-005;StoAqua Ventilack Satin white;19,88;L;0,13 - 0,20 l/m² per coat
08725-012;StoAqua Ventilack Satin white;23,03;L;0,13 - 0,20 l/m² per coat
08731-003;StoAqua Vorlack PU tinted;24,11;L;0,12 - 0,14 l/m² per coat
08731-005;StoAqua Vorlack PU tinted;23,52;L;0,12 - 0,14 l/m² per coat
08731-001;StoAqua Vorlack PU white;21,08;L;0,12 - 0,14 l/m² per coat
08731-006;StoAqua Vorlack PU white;20,49;L;0,12 - 0,14 l/m² per coat
00215-004;StoPrim Isol Wood tinted;19,19;L;0,09 - 0,10 l/m² per coat
00215-005;StoPrim Isol Wood tinted;18,61;L;0,09 - 0,10 l/m² per coat
00215-001;StoPrim Isol Wood white;16,16;L;0,09 - 0,10 l/m² per coat
00215-002;StoPrim Isol Wood white;15,58;L;0,09 - 0,10 l/m² per coat
00215-006;StoPrim Isol Wood white;19,15;L;0,09 - 0,10 l/m² per coat
00568/012;StoPrim Activ Combi;33,35;L;0,08 - 0,10 l/m² per coat
00568/013;StoPrim Activ Combi;29,51;L;0,08 - 0,10 l/m² per coat
08423/001;StoAqua 2K PU Seidenmatt Set tinted;33,68;L;
09556/001;StoAqua EP Activ Combi;16,69;ST;0,09 - 0,12 l/m² per coat
09559/001;presto filling compound Combi 0,25 kg;6,66;ST;
08413-002;Sto-Malerspachtel 400 g;7,86;ST;
01143-001;StoFluid AF;4,67;L;
01143-002;StoFluid AF;5,32;L;
01143-003;StoFluid AF;7,26;L;
08243-003;StoFluid SH 20;17,21;L;
09559/005;StoLevell 2K-PE Combi 0,250 kg;6,41;ST;
09559-005;StoLevell 2K-PE Komp. A 0,242 kg;6,41;ST;
09560-003;StoLevell 2K-PE Komp. B 0,008 kg;6,41;ST;
08728-001;StoTop Protectlasur tinted;16,91;L;0,05 - 0,08 l/m² per coat
08728-003;StoTop Protectlasur tinted;16,34;L;0,05 - 0,08 l/m² per coat
08728-004;StoTop Protectlasur tinted;19,48;L;0,05 - 0,08 l/m² per coat
08443-002;StoTop Thixlasur AF tinted;16,88;L;0,09 - 0,17 l/m² per coat
08443-045;StoTop Thixlasur AF tinted;18,78;L;0,09 - 0,17 l/m² per coat
08443-018;StoTop Thixlasur AF weiss;16,88;L;0,09 - 0,17 l/m² per coat
08443-046;StoTop Thixlasur AF weiss;18,78;L;0,09 - 0,17 l/m² per coat
08443-044;StoTop Thixlasur AF white;16,29;L;0,09 - 0,17 l/m² per coat
00213-005;StoTop Wood Oil tinted;21,01;L;0,10 - 0,12 l/m²
00213-006;StoTop Wood Oil natural;17,98;L;0,10 - 0,12 l/m²
02399-004;StoAqua Top Satin tinted;17,09;L;0,12 - 0,17 l/m² per coat
02399-005;StoAqua Top Satin tinted;17,68;L;0,12 - 0,17 l/m² per coat
00214-006;StoAqua Top Wood Oil farblos;17,98;L;0,08 - 0,10 l/m² per coat
00214-005;StoAqua Top Wood Oil tinted;21,01;L;0,08 - 0,10 l/m² per coat
00344-008;StoPrim Protect Wood;12,41;L;0,1 l/m² against blue stain fungi
00344-009;StoPrim Protect Wood;12,98;L;0,1 l/m² against blue stain fungi
12350-117;Universalklammern;1,73;ST;
17000-002;StoRoller TopFiller 180-14-46;6,93;ST;
17000-001;StoRoller TopFiller 250-14-46;7,63;ST;
17000-005;StoRoller® EffectFine 250-0-42;8,65;ST;
17000-006;StoRoller® EffectPisello 250-0-42;11,13;ST;
17000-003;StoRoller® EffectRuvido 100-0-15;1,37;ST;
17000-004;StoRoller® EffectRuvido 250-0-42;7,97;ST;
17000-030;StoRoller® SoftFinish 50-0-17;0,80;ST;
17000-028;StoRoller® SoftFinish Konkav 100-0-17;1,25;ST;
17000-029;StoRoller® SoftFinish Konvex 100-0-17;1,18;ST;
08387-005;Sto-garbage bag blue 120 L 700 x 1100 mm,;10,72;ST;
08241-015;Sto-Moltoprenschwamm black 280x140mm f;7,11;ST;
17051-001;StoSmooth Trockenbauspachtel Softgriff 1;12,82;ST;
17090-008;Soudal Profi-gun foam champagner,;8,04;ST;
17001-018;Kip 300 fine crepe tape 24 mm x 50 m;1,86;ST;
17001-019;Kip 300 fine crepe tape 30 mm x 50 m;2,56;ST;
17001-020;Kip 300 fine crepe tape 36 mm x 50 m;2,76;ST;
17013-010;Kip 3813 Schutzfolie blue/transparent 10;51,72;ST;
17013-008;Kip 3813 Schutzfolie blue/transparent 25;12,74;ST;
17013-009;Kip 3813 Schutzfolie blue/transparent 50;23,78;ST;
17013-009;Kip 3813 Schutzfolie blue/transparent 50;22,39;ST;
17018-006;Kip 3818 PVC-Schutzband gelb 50 mm x 33;2,92;ST;
17018-006;Kip 3818 PVC-Schutzband gelb 50 mm x 33;2,69;ST;
17018-008;Kip 3818 PVC-Schutzband white 50 mm x 33;2,94;ST;
17024-001;Kip 3824 Steinband silber 50 mm x 50 m;5,28;ST;
17024-001;Kip 3824 Steinband silber 50 mm x 50 m;4,90;ST;
17033-015;Kip 3833 Gewebeband-Masker 1500 mm x 20;3,37;ST;
17033-017;Kip 3833 Gewebeband-Masker 2600 mm x 17;3,52;ST;
08250-003;Sto-cover film-HDPE Kurzrolle transpare;5,72;ST;
08250-004;Sto-cover film-LDPE transparent 0,03 mm;21,57;ST;
08251-001;Sto-Abdeckvlies approx. 100 cm x 25 m;22,81;ST;
08251-003;Sto-Abdeckvlies approx. 100 cm x 50 m;46,18;ST;
08251-013;Sto-Abdeckvlies Basic approx. 100 cm x 50 m;28,33;ST;
08251-013;Sto-Abdeckvlies Basic approx. 100 cm x 50 m;27,01;ST;
08251-014;StoCover FleeceCompact 170-65;15,14;ST;
